%,Turnout,Incumb_Y,State,Cln_name,Year,Terms_in_office,Party_enc,First_name,Seats_up%,Seats_before%,Gender
0.06,576495.0,0,Delaware,Scattering,1960,0,T,Scattering,0.0,0.0,M
69.41,196361.0,0,Hawaii,Daniel Inouye,1960,0,D,Daniel,0.3333333333333333,0.66,M
30.59,196361.0,0,Hawaii,Ben Dillingham,1960,0,R,Ben,0.3235294117647059,0.34,M
52.26,292096.0,1,Idaho,Henry Dworshak,1960,4,R,Henry,0.3235294117647059,0.34,M
47.74,292096.0,0,Idaho,‘Bob’ McLaughlin,1960,0,D,‘Bob’ McLaughlin,0.3333333333333333,0.66,
54.63,4632796.0,1,Idaho,Paul Douglas,1960,2,D,Paul,0.3333333333333333,0.66,M
45.2,4632796.0,0,Idaho,Samuel Witwer,1960,0,R,Samuel,0.3235294117647059,0.34,M
0.17,4632796.0,0,Idaho,Louis Fisher,1960,0,S,Louis,0.0,0.0,M
51.91,1237582.0,0,Iowa,Jack Miller,1960,0,R,Jack,0.3235294117647059,0.34,M
48.09,1237582.0,0,Iowa,Herschel Loveless,1960,0,D,Herschel,0.3333333333333333,0.66,M
54.64,888592.0,1,Iowa,Andrew Schoeppel,1960,0,R,Andrew,0.3235294117647059,0.34,M
43.77,888592.0,0,Iowa,Frank Theis,1960,0,D,Frank,0.3333333333333333,0.66,M
1.6,888592.0,0,Iowa,Cowen,1960,0,T,Cowen,0.0,0.0,M
59.15,1088917.0,1,Kentucky,John Sherman Cooper,1960,3,R,Sherman,0.3235294117647059,0.34,M
40.85,1088917.0,0,Kentucky,Keen Johnson,1960,0,D,Keen,0.3333333333333333,0.66,M
79.76,541928.0,1,Louisiana,Allen Ellender,1960,4,D,Allen,0.3333333333333333,0.66,M
20.24,541928.0,0,Louisiana,George Reese,1960,0,R,George,0.3235294117647059,0.34,M
0.0,541928.0,0,Louisiana,Write-Ins,1960,0,T,Write-Ins,0.0,0.0,
61.65,416699.0,1,Maine,Margaret Chase Smith,1960,2,R,Chase,0.3235294117647059,0.34,M
38.35,416699.0,0,Maine,Lucia Cormier,1960,0,D,Lucia,0.3333333333333333,0.66,F
56.19,2417813.0,1,Massachusetts,Leverett Saltonstall,1960,3,R,Leverett,0.3235294117647059,0.34,M
43.46,2417813.0,0,Massachusetts,Thomas O’Connor,1960,0,D,Thomas,0.3333333333333333,0.66,M
0.24,2417813.0,0,Massachusetts,Lawrence Gilfedder,1960,0,S,Lawrence,0.0,0.0,M
0.12,2417813.0,0,Massachusetts,Mark Shaw,1960,0,T,Mark,0.0,0.0,M
0.0,2417813.0,0,Massachusetts,Others,1960,0,T,Others,0.0,0.0,F
51.73,3226647.0,1,Michigan,Patrick McNamara,1960,1,D,Patrick,0.3333333333333333,0.66,M
48.0,3226647.0,0,Michigan,Alvin Bentley,1960,0,R,Alvin,0.3235294117647059,0.34,M
0.1,3226647.0,0,Michigan,Frank Lovell,1960,0,S,Frank,0.0,0.0,M
0.07,3226647.0,0,Michigan,Rollin Severance,1960,0,T,Rollin,0.0,0.0,M
0.05,3226647.0,0,Michigan,James Sim,1960,0,S,James,0.0,0.0,M
0.05,3226647.0,0,Michigan,Alvin Reynolds,1960,0,T,Alvin,0.0,0.0,M
0.0,3226647.0,0,Michigan,Scattering,1960,0,T,Scattering,0.0,0.0,M
57.53,1532754.0,1,Minnesota,Hubert Humphrey,1960,2,D,Hubert,0.3333333333333333,0.66,M
42.2,1532754.0,0,Minnesota,Kenneth Peterson,1960,0,R,Kenneth,0.3235294117647059,0.34,M
0.27,1532754.0,0,Minnesota,Write-Ins,1960,0,T,Write-Ins,0.0,0.0,
91.81,266148.0,1,Mississippi,James Eastland,1960,3,D,James,0.3333333333333333,0.66,M
8.19,266148.0,0,Mississippi,Joe Moore,1960,0,R,Joe,0.3235294117647059,0.34,M
53.17,1880232.0,1,Missouri,Edward Long,1960,1,D,Edward,0.3333333333333333,0.66,M
46.83,1880232.0,0,Missouri,Lon Hocker,1960,0,R,Lon,0.3235294117647059,0.34,M
50.73,276612.0,0,Montana,Lee Metcalf,1960,0,D,Lee,0.3333333333333333,0.66,M
49.27,276612.0,0,Montana,Orvin Fjare,1960,0,R,Orvin,0.3235294117647059,0.34,M
58.93,598555.0,1,Montana,Carl Curtis,1960,1,R,Carl,0.3235294117647059,0.34,M
41.07,598555.0,0,Montana,Robert Conrad,1960,0,D,Robert,0.3333333333333333,0.66,M
60.35,287545.0,1,New_Hampshire,Styles Bridges,1960,4,R,Styles,0.3235294117647059,0.34,M
39.65,287545.0,0,New_Hampshire,Herbert Hill,1960,0,D,Herbert,0.3333333333333333,0.66,M
55.69,2664356.0,1,New_Jersey,Clifford Case,1960,1,R,Clifford,0.3235294117647059,0.34,M
43.21,2664356.0,0,New_Jersey,Thorn Lord,1960,0,D,Thorn,0.3333333333333333,0.66,M
0.52,2664356.0,0,New_Jersey,Winifred Perry,1960,0,T,Winifred,0.0,0.0,F
0.44,2664356.0,0,New_Jersey,Albert Ronis,1960,0,S,Albert,0.0,0.0,M
0.14,2664356.0,0,New_Jersey,Gladys Grauer,1960,0,S,Gladys,0.0,0.0,F
63.43,300551.0,1,New_Jersey,Clinton Presba Anderson,1960,0,D,Presba,0.3333333333333333,0.66,
36.57,300551.0,0,New_Jersey,William Colwes,1960,0,R,William,0.3235294117647059,0.34,M
61.44,1291485.0,1,North_Carolina,Everett Jordan,1960,2,D,Everett,0.3333333333333333,0.66,M
38.56,1291485.0,0,North_Carolina,Kyle Hayes,1960,0,R,Kyle,0.3235294117647059,0.34,M
49.72,163311.0,0,North_Carolina,Quentin Burdick,1960,0,D,Quentin,0.3333333333333333,0.66,M
49.19,163311.0,0,North_Carolina,John Davis,1960,0,R,John,0.3235294117647059,0.34,M
0.64,163311.0,0,North_Carolina,Eugene Van Der Hoeven,1960,0,I,Der,0.0,0.0,M
0.45,163311.0,0,North_Carolina,Clarence Haggard,1960,0,I,Clarence,0.0,0.0,M
54.84,864475.0,1,Oklahoma,Robert Kerr,1960,2,D,Robert,0.3333333333333333,0.66,M
44.61,864475.0,0,Oklahoma,Hayden Crawford,1960,0,R,Hayden,0.3235294117647059,0.34,M
0.55,864475.0,0,Oklahoma,Billy Brown,1960,0,I,Billy,0.0,0.0,M
54.99,767488.0,0,Oklahoma,Maurine Neuberger,1960,0,D,Maurine,0.3333333333333333,0.66,F
45.01,767488.0,0,Oklahoma,Elmo Smith,1960,0,R,Elmo,0.3235294117647059,0.34,M
54.61,755875.0,0,Oklahoma,Maurine Neuberger,1960,0,D,Maurine,0.3333333333333333,0.66,F
45.38,755875.0,0,Oklahoma,Elmo Smith,1960,0,R,Elmo,0.3235294117647059,0.34,M
68.9,399983.0,0,Rhode_Island,Claiborne Pell,1960,0,D,Claiborne,0.3333333333333333,0.66,M
31.1,399983.0,0,Rhode_Island,Raoul Archambault,1960,0,R,Raoul,0.3235294117647059,0.34,M
99.97,330269.0,1,South_Carolina,Strom Thurmond,1960,1,D,Strom,0.3333333333333333,0.66,M
0.03,330269.0,0,South_Carolina,Write-Ins,1960,0,T,Write-Ins,0.0,0.0,
52.44,305442.0,1,South_Carolina,Karl Mundt,1960,2,R,Karl,0.3235294117647059,0.34,M
47.56,305442.0,0,South_Dakota,George McGovern,1960,0,D,George,0.3333333333333333,0.66,M
71.75,828519.0,1,Tennessee,Estes Kefauver,1960,2,D,Estes,0.3333333333333333,0.66,M
28.25,828519.0,0,Tennessee,Bradley Frazier,1960,0,R,Bradley,0.3235294117647059,0.34,M
0.0,828519.0,0,Tennessee,Write-Ins,1960,0,T,Write-Ins,0.0,0.0,
57.97,2253784.0,1,Tennessee,Lyndon Johnson,1960,2,D,Lyndon,0.3333333333333333,0.66,M
41.12,2253784.0,0,Texas,John Tower,1960,0,R,John,0.3235294117647059,0.34,M
0.91,2253784.0,0,Texas,Bard Logan,1960,0,T,Bard,0.0,0.0,M
81.27,622820.0,1,Texas,Willis Robertson,1960,0,D,Willis,0.3333333333333333,0.66,M
14.24,622820.0,0,Texas,Stuart Baker,1960,0,T,Stuart,0.0,0.0,M
4.3,622820.0,0,Texas,Clarke Robbe,1960,0,T,Clarke,0.0,0.0,M
0.18,622820.0,0,Texas,Scattering,1960,0,T,Scattering,0.0,0.0,M
55.34,828292.0,1,West_Virginia,Jennings Randolph,1960,1,D,Jennings,0.3333333333333333,0.66,M
44.66,828292.0,0,West_Virginia,Cecil Underwood,1960,0,R,Cecil,0.3235294117647059,0.34,F
0.0,828292.0,0,West_Virginia,Write-Ins,1960,0,T,Write-Ins,0.0,0.0,
56.37,138550.0,0,West_Virginia,Keith Thomson,1960,0,R,Keith,0.3235294117647059,0.34,M
43.63,138550.0,0,West_Virginia,Raymond Whitaker,1960,0,D,Raymond,0.3333333333333333,0.66,M
50.86,397071.0,1,Alabama,Lister Hill,1962,6,D,Lister,0.296875,0.64,M
49.14,397071.0,0,Alabama,James Martin,1962,0,R,James,0.4166666666666667,0.36,M
58.14,58181.0,1,Alaska,Ernest Gruening,1962,1,D,Ernest,0.296875,0.64,M
41.86,58181.0,0,Alaska,Ted Stevens,1962,0,R,Ted,0.4166666666666667,0.36,M
54.94,362605.0,1,Arizona,Carl Hayden,1962,6,D,Carl,0.296875,0.64,M
45.06,362605.0,0,Arizona,Evan Mecham,1962,0,R,Evan,0.4166666666666667,0.36,M
68.67,312880.0,1,Arkansas,William Fulbright,1962,3,D,William,0.296875,0.64,M
31.33,312880.0,0,Arkansas,Kenneth Jones,1962,0,R,Kenneth,0.4166666666666667,0.36,M
56.31,5648222.0,1,Arkansas,Thomas Kuchel,1962,3,R,Thomas,0.4166666666666667,0.36,M
43.43,5648222.0,0,Arkansas,Richard Richards,1962,0,D,Richard,0.296875,0.64,M
0.18,5648222.0,0,Arkansas,Howard Jarvis,1962,0,T,Howard,0.0,0.0,M
0.05,5648222.0,0,Arkansas,Linus Pauling,1962,0,T,Linus,0.0,0.0,M
0.03,5648222.0,0,Arkansas,Edward Brothers,1962,0,T,Edward,0.0,0.0,M
0.01,5648222.0,0,Arkansas,Scattering,1962,0,T,Scattering,0.0,0.0,M
53.58,613444.0,0,Colorado,Peter Dominick,1962,0,R,Peter,0.4166666666666667,0.36,M
45.58,613444.0,1,Colorado,John Carroll,1962,1,D,John,0.296875,0.64,M
0.58,613444.0,0,Colorado,Charlotte Benson,1962,0,S,Charlotte,0.0,0.0,F
0.2,613444.0,0,Colorado,Henry John Olshaw,1962,0,I,John,0.0,0.0,M
0.07,613444.0,0,Colorado,Thomas Leonard,1962,0,S,Thomas,0.0,0.0,M
51.25,1029301.0,0,Connecticut,Abraham Ribicoff,1962,0,D,Abraham,0.296875,0.64,M
48.74,1029301.0,0,Connecticut,Horace Seely-Brown,1962,0,R,Horace,0.4166666666666667,0.36,M
0.0,1029301.0,0,Connecticut,Scattering,1962,0,T,Scattering,0.0,0.0,M
66.62,987207.0,1,Connecticut,George Smathers,1962,2,D,George,0.296875,0.64,M
33.36,987207.0,0,Connecticut,Emerson Rupert,1962,0,R,Emerson,0.4166666666666667,0.36,M
0.02,987207.0,0,Connecticut,Scattering,1962,0,T,Scattering,0.0,0.0,M
69.41,196361.0,0,Connecticut,Daniel Inouye,1962,0,D,Daniel,0.296875,0.64,M
30.59,196361.0,0,Connecticut,Ben Dillingham,1962,0,R,Ben,0.4166666666666667,0.36,M
54.74,258786.0,1,Idaho,Frank Church,1962,1,D,Frank,0.296875,0.64,M
45.26,258786.0,0,Idaho,Jack Hawley,1962,0,R,Jack,0.4166666666666667,0.36,M
50.95,257677.0,1,Idaho,Len Jordan,1962,0,R,Len,0.4166666666666667,0.36,M
49.05,257677.0,0,Idaho,Gracie Pfost,1962,0,D,Gracie,0.296875,0.64,F
52.87,3709209.0,1,Idaho,Everett Dirksen,1962,2,R,Everett,0.4166666666666667,0.36,M
47.13,3709209.0,0,Idaho,Sidney Yates,1962,0,D,Sidney,0.296875,0.64,M
50.3,1800038.0,0,Indiana,Birch Bayh,1962,0,D,Birch,0.296875,0.64,M
49.7,1800038.0,1,Indiana,Homer Capehart,1962,3,R,Homer,0.4166666666666667,0.36,M
53.39,807972.0,1,Iowa,Bourke Hickenlooper,1962,3,R,Bourke,0.4166666666666667,0.36,M
46.61,807972.0,0,Iowa,Smith,1962,0,D,Smith,0.296875,0.64,M
0.0,807972.0,0,Iowa,Scattering,1962,0,T,Scattering,0.0,0.0,M
62.44,622228.0,1,Kansas,Frank Carlson,1962,2,R,Frank,0.4166666666666667,0.36,M
35.94,622228.0,0,Kansas,Smith,1962,0,D,Smith,0.296875,0.64,M
1.62,622228.0,0,Kansas,George Kline,1962,0,T,George,0.0,0.0,M
56.2,613249.0,1,Kansas,James Pearson,1962,1,R,James,0.4166666666666667,0.36,M
42.5,613249.0,0,Kansas,Paul Aylward,1962,0,D,Paul,0.296875,0.64,M
0.01,613249.0,0,Kansas,Cowen,1962,0,T,Cowen,0.0,0.0,M
52.76,820088.0,1,Kansas,Thruston Morton,1962,0,R,Thruston,0.4166666666666667,0.36,
47.24,820088.0,0,Kansas,Wilson Wyatt,1962,0,D,Wilson,0.296875,0.64,M
75.57,421904.0,1,Louisiana,Russell Long,1962,3,D,Russell,0.296875,0.64,M
24.43,421904.0,0,Louisiana,Taylor Walters O'Hearn,1962,0,R,Walters,0.4166666666666667,0.36,M
62.03,708855.0,0,Louisiana,Daniel Brewster,1962,0,D,Daniel,0.296875,0.64,M
37.97,708855.0,0,Louisiana,Edward Miller,1962,0,R,Edward,0.4166666666666667,0.36,M
0.0,708855.0,0,Louisiana,Scattering,1962,0,T,Scattering,0.0,0.0,M
54.43,1218631.0,1,Missouri,Edward Long,1962,2,D,Edward,0.296875,0.64,M
45.57,1218631.0,0,Missouri,Crosby Kemper,1962,0,R,Crosby,0.4166666666666667,0.36,M
65.28,97192.0,1,Nevada,Alan Bible,1962,2,D,Alan,0.296875,0.64,M
34.72,97192.0,0,Nevada,William Wright,1962,0,R,William,0.4166666666666667,0.36,M
59.71,224479.0,1,New_Hampshire,Norris Cotton,1962,2,R,Norris,0.4166666666666667,0.36,M
40.29,224479.0,0,New_Hampshire,Alfred Catalfo,1962,0,D,Alfred,0.296875,0.64,M
52.32,224811.0,0,New_Hampshire,Thomas McIntyre,1962,0,D,Thomas,0.296875,0.64,M
47.68,224811.0,0,New_Hampshire,Perkins Bass,1962,0,R,Perkins,0.4166666666666667,0.36,M
57.38,5703117.0,1,New_York,Jacob Javits,1962,1,R,Jacob,0.4166666666666667,0.36,M
40.14,5703117.0,0,New_York,James Donovan,1962,0,D,James,0.296875,0.64,M
2.04,5703117.0,0,New_York,Kieran O’Dougherty,1962,0,T,Kieran,0.0,0.0,M
0.31,5703117.0,0,New_York,Carl Feingold,1962,0,S,Carl,0.0,0.0,M
0.14,5703117.0,0,New_York,Stephen Emery,1962,0,S,Stephen,0.0,0.0,M
60.45,813155.0,1,North_Carolina,Sam Ervin,1962,3,D,Sam,0.296875,0.64,M
39.55,813155.0,0,North_Carolina,Claude Greene,1962,0,R,Claude,0.4166666666666667,0.36,M
60.65,223737.0,1,North_Carolina,Milton Young,1962,4,R,Milton,0.4166666666666667,0.36,M
39.35,223737.0,0,North_Carolina,William Lanier,1962,0,D,William,0.296875,0.64,M
61.56,2994986.0,1,Ohio,Frank Lausche,1962,1,D,Frank,0.296875,0.64,M
38.44,2994986.0,0,Ohio,John Marshall Briley,1962,0,R,Marshall,0.4166666666666667,0.36,M
53.24,664712.0,1,Ohio,Mike Monroney,1962,2,D,Mike,0.296875,0.64,M
46.33,664712.0,0,Ohio,Hayden Crawford,1962,0,R,Hayden,0.4166666666666667,0.36,M
0.43,664712.0,0,Ohio,Paul Beck,1962,0,I,Paul,0.0,0.0,M
54.15,636556.0,1,Oregon,Wayne Morse,1962,3,D,Wayne,0.296875,0.64,M
45.81,636556.0,0,Oregon,Sig Unander,1962,0,R,Sig,0.4166666666666667,0.36,M
0.04,636556.0,0,Oregon,write-ins,1962,0,T,write-ins,0.0,0.0,
51.06,4383419.0,1,Oregon,Joseph Clark,1962,1,D,Joseph,0.296875,0.64,M
48.7,4383419.0,0,Oregon,James Van Zandt,1962,0,R,Van,0.4166666666666667,0.36,M
0.24,4383419.0,0,Oregon,Arla Aubaugh,1962,0,S,Arla,0.0,0.0,F
57.2,312647.0,1,South_Carolina,Olin Johnston,1962,3,D,Olin,0.296875,0.64,M
42.8,312647.0,0,South_Carolina,Workman,1962,0,R,Workman,0.4166666666666667,0.36,M
0.0,312647.0,0,South_Carolina,Write-Ins,1962,0,T,Write-Ins,0.0,0.0,
50.12,254319.0,0,South_Dakota,George McGovern,1962,0,D,George,0.296875,0.64,M
49.88,254319.0,1,South_Dakota,Joseph Bottum,1962,1,R,Joseph,0.4166666666666667,0.36,M
52.37,318411.0,1,Utah,Wallace Bennett,1962,2,R,Wallace,0.4166666666666667,0.36,M
47.63,318411.0,0,Utah,David King,1962,0,D,David,0.296875,0.64,M
66.93,121376.0,1,Utah,George Aiken,1962,4,R,George,0.4166666666666667,0.36,M
33.07,121376.0,0,Utah,Robert Johnson,1962,0,D,Robert,0.296875,0.64,M
52.09,943229.0,1,Utah,Warren Magnuson,1962,3,D,Warren,0.296875,0.64,M
47.31,943229.0,0,Utah,Richard Christensen,1962,0,R,Richard,0.4166666666666667,0.36,M
0.5,943229.0,0,Utah,Henry Killman,1962,0,S,Henry,0.0,0.0,M
0.1,943229.0,0,Utah,Frank Horne,1962,0,T,Frank,0.0,0.0,M
52.26,1260168.0,0,Utah,Gaylord Nelson,1962,0,D,Gaylord,0.296875,0.64,M
47.21,1260168.0,1,Wisconsin,Alexander Wiley,1962,4,R,Alexander,0.4166666666666667,0.36,M
0.11,1260168.0,0,Wisconsin,William Osborne Hart,1962,0,I,Osborne,0.0,0.0,M
0.09,1260168.0,0,Wisconsin,Georgia Cozzini,1962,0,S,Georgia,0.0,0.0,F
0.03,1260168.0,0,Wisconsin,Wayne Leverenz,1962,0,S,Wayne,0.0,0.0,M
0.01,1260168.0,0,Wisconsin,Scattering,1962,0,T,Scattering,0.0,0.0,M
57.84,119372.0,0,Wisconsin,Milward Simpson,1962,0,R,Milward,0.4166666666666667,0.36,M
42.16,119372.0,1,Wisconsin,John Hickey,1962,1,D,John,0.296875,0.64,M
51.43,468801.0,0,Arizona,Paul Fannin,1964,0,R,Paul,0.2647058823529412,0.34,M
48.57,468801.0,0,Arizona,Roy Elson,1964,0,D,Roy,0.3939393939393939,0.66,M
51.54,7040467.0,0,California,George Murphy,1964,0,R,George,0.2647058823529412,0.34,M
48.46,7040467.0,1,California,Pierre Salinger,1964,1,D,Pierre,0.3939393939393939,0.66,M
64.66,1207947.0,1,Connecticut,Thomas Dodd,1964,1,D,Thomas,0.3939393939393939,0.66,M
35.34,1207947.0,0,Connecticut,John Davis Lodge,1964,0,R,Davis,0.2647058823529412,0.34,M
51.71,200703.0,1,Delaware,John Williams,1964,3,R,John,0.2647058823529412,0.34,M
48.26,200703.0,0,Delaware,Elbert Carvel,1964,0,D,Elbert,0.3939393939393939,0.66,M
0.04,200703.0,0,Delaware,Joseph Hollon,1964,0,S,Joseph,0.0,0.0,M
63.93,1560337.0,1,Delaware,Spessard Holland,1964,4,D,Spessard,0.3939393939393939,0.66,
36.03,1560337.0,0,Delaware,Claude Kirk,1964,0,R,Claude,0.2647058823529412,0.34,M
0.03,1560337.0,0,Delaware,Scattering,1964,0,T,Scattering,0.0,0.0,M
53.04,208814.0,1,Hawaii,Hiram Fong,1964,1,R,Hiram,0.2647058823529412,0.34,M
46.35,208814.0,0,Hawaii,Thomas Gill,1964,0,D,Thomas,0.3939393939393939,0.66,M
0.61,208814.0,0,Hawaii,Lawrence Domine,1964,0,I,Lawrence,0.0,0.0,M
54.33,2076963.0,1,Indiana,Vance Hartke,1964,1,D,Vance,0.3939393939393939,0.66,M
45.33,2076963.0,0,Indiana,Russell Bontrager,1964,0,R,Russell,0.2647058823529412,0.34,M
0.27,2076963.0,0,Indiana,Ralston Miller,1964,0,T,Ralston,0.0,0.0,M
0.06,2076963.0,0,Indiana,Casimer Kanczuzewski,1964,0,S,Casimer,0.0,0.0,M
66.62,380551.0,1,Indiana,Edmund Muskie,1964,1,D,Edmund,0.3939393939393939,0.66,M
33.38,380551.0,0,Indiana,Clifford McIntire,1964,0,R,Clifford,0.2647058823529412,0.34,M
62.78,1081049.0,0,Indiana,Joseph Tydings,1964,0,D,Joseph,0.3939393939393939,0.66,M
37.22,1081049.0,1,Maryland,James Glenn Beall,1964,2,R,Glenn,0.2647058823529412,0.34,M
0.0,1081049.0,0,Maryland,Write-Ins,1964,0,T,Write-Ins,0.0,0.0,
74.26,2312028.0,1,Maryland,Edward Kennedy,1964,0,D,Edward,0.3939393939393939,0.66,M
25.42,2312028.0,0,Maryland,Howard Whitmore,1964,0,R,Howard,0.2647058823529412,0.34,M
0.21,2312028.0,0,Maryland,Lawrence Gilfedder,1964,0,S,Lawrence,0.0,0.0,M
0.12,2312028.0,0,Maryland,Grace Luder,1964,0,T,Grace,0.0,0.0,F
64.38,3101667.0,1,Maryland,Philip Hart,1964,1,D,Philip,0.3939393939393939,0.66,M
35.34,3101667.0,0,Maryland,Elly Peterson,1964,0,R,Elly,0.2647058823529412,0.34,F
0.13,3101667.0,0,Maryland,Ernest Smith,1964,0,T,Ernest,0.0,0.0,M
0.09,3101667.0,0,Maryland,Evelyn Sell,1964,0,S,Evelyn,0.0,0.0,F
0.05,3101667.0,0,Maryland,James Sim,1964,0,S,James,0.0,0.0,M
0.0,3101667.0,0,Maryland,Scattering,1964,0,T,Scattering,0.0,0.0,M
60.34,1543590.0,1,Maryland,Eugene McCarthy,1964,1,T,Eugene,0.0,0.0,M
39.26,1543590.0,0,Maryland,Wheelock Whitney,1964,0,R,Wheelock,0.2647058823529412,0.34,M
0.26,1543590.0,0,Maryland,William Braatz,1964,0,T,William,0.0,0.0,M
0.15,1543590.0,0,Maryland,Everett Luoma,1964,0,S,Everett,0.0,0.0,M
66.55,1783043.0,1,Missouri,Stuart Symington,1964,2,D,Stuart,0.3939393939393939,0.66,M
33.45,1783043.0,0,Missouri,Jean Paul Bradshaw,1964,0,R,Paul,0.2647058823529412,0.34,M
64.51,280010.0,1,Montana,Mike Mansfield,1964,2,D,Mike,0.3939393939393939,0.66,M
35.49,280010.0,0,Montana,Alex Blewett,1964,0,R,Alex,0.2647058823529412,0.34,M
61.37,563401.0,1,Montana,Roman Hruska,1964,2,R,Roman,0.2647058823529412,0.34,M
38.62,563401.0,0,Montana,Raymond Arndt,1964,0,D,Raymond,0.3939393939393939,0.66,M
0.0,563401.0,0,Montana,Scattering,1964,0,T,Scattering,0.0,0.0,M
50.02,134624.0,1,Montana,Howard Cannon,1964,1,D,Howard,0.3939393939393939,0.66,M
49.98,134624.0,0,Montana,"Paul Laxalt,",1964,0,R,Paul,0.2647058823529412,0.34,M
61.91,2709575.0,1,Montana,Harrison Williams,1964,1,D,Harrison,0.3939393939393939,0.66,M
37.32,2709575.0,0,Montana,Bernard Shanley,1964,0,R,Bernard,0.2647058823529412,0.34,M
0.28,2709575.0,0,Montana,Harold Poeschel,1964,0,T,Harold,0.0,0.0,M
0.23,2709575.0,0,Montana,Lawrence Stewart,1964,0,S,Lawrence,0.0,0.0,M
0.18,2709575.0,0,Montana,John Valgene Mahalchik,1964,0,T,Valgene,0.0,0.0,M
0.08,2709575.0,0,Montana,Albert Ronis,1964,0,S,Albert,0.0,0.0,M
54.7,325771.0,0,New_Mexico,Joseph Montoya,1964,0,D,Joseph,0.3939393939393939,0.66,M
45.3,325771.0,1,New_Mexico,Edwin Mechem,1964,2,R,Edwin,0.2647058823529412,0.34,M
57.64,219560.0,1,North_Dakota,Quentin Burdick,1964,1,D,Quentin,0.3939393939393939,0.66,M
42.36,219560.0,0,North_Dakota,Thomas Kleppe,1964,0,R,Thomas,0.2647058823529412,0.34,M
50.22,3830389.0,1,Ohio,Stephen Young,1964,1,D,Stephen,0.3939393939393939,0.66,M
49.78,3830389.0,0,Ohio,Robert Taft,1964,0,R,Robert,0.2647058823529412,0.34,M
51.17,912174.0,1,Oklahoma,Fred Harris,1964,0,D,Fred,0.3939393939393939,0.66,M
48.83,912174.0,0,Oklahoma,Bud Wilkinson,1964,0,R,Bud,0.2647058823529412,0.34,M
50.59,4803752.0,1,Pennsylvania,Hugh Scott,1964,1,R,Hugh,0.2647058823529412,0.34,M
49.12,4803752.0,0,Pennsylvania,"Genevieve Blatt,Pennsylvania Secretary of Internal Affairs",1964,0,D,Internal,0.3939393939393939,0.66,M
0.15,4803752.0,0,Pennsylvania,Morris Chertov,1964,0,S,Morris,0.0,0.0,M
0.14,4803752.0,0,Pennsylvania,George Taylor,1964,0,S,George,0.0,0.0,M
82.73,386322.0,1,Rhode_Island,John Pastore,1964,3,D,John,0.3939393939393939,0.66,M
17.27,386322.0,0,Rhode_Island,Ronald Legueux,1964,0,R,Ronald,0.2647058823529412,0.34,M
53.62,1064017.0,1,Tennessee,Albert Gore,1964,2,D,Albert,0.3939393939393939,0.66,M
46.38,1064017.0,0,Tennessee,Dan Kuykendall,1964,0,R,Dan,0.2647058823529412,0.34,M
52.14,1091088.0,0,Tennessee,Ross Bass,1964,0,D,Ross,0.3939393939393939,0.66,M
47.41,1091088.0,0,Tennessee,Howard Baker,1964,0,R,Howard,0.2647058823529412,0.34,M
0.44,1091088.0,0,Tennessee,Melvin Babcock Morgan,1964,0,I,Babcock,0.0,0.0,F
56.22,2603837.0,1,Tennessee,Ralph Yarborough,1964,2,D,Ralph,0.3939393939393939,0.66,M
43.56,2603837.0,0,Tennessee,George Bush,1964,0,R,George,0.2647058823529412,0.34,M
0.21,2603837.0,0,Tennessee,Jack Carswell,1964,0,T,Jack,0.0,0.0,M
57.33,397384.0,1,Utah,Frank Moss,1964,1,D,Frank,0.3939393939393939,0.66,M
42.67,397384.0,0,Utah,Ernest Wilkinson,1964,0,R,Ernest,0.2647058823529412,0.34,M
50.7,164350.0,1,Vermont,Winston Prouty,1964,1,R,Winston,0.2647058823529412,0.34,M
2.7,164350.0,1,Vermont,Winston Prouty,1964,1,R,Winston,0.2647058823529412,0.34,M
53.4,164350.0,1,Vermont,Winston Prouty,1964,1,R,Winston,0.2647058823529412,0.34,M
46.5,164350.0,0,Vermont,Frederick Fayette,1964,0,D,Frederick,0.3939393939393939,0.66,M
63.8,928373.0,1,Virginia,Harry Byrd,1964,6,D,Harry,0.3939393939393939,0.66,M
19.03,928373.0,0,Virginia,Richard May,1964,0,R,Richard,0.2647058823529412,0.34,M
72.21,1213088.0,1,Washington,Henry Jackson,1964,2,D,Henry,0.3939393939393939,0.66,M
27.79,1213088.0,0,Washington,Lloyd Andrews,1964,0,R,Lloyd,0.2647058823529412,0.34,M
67.67,761087.0,1,West_Virginia,Robert Byrd,1964,1,D,Robert,0.3939393939393939,0.66,M
32.33,761087.0,0,West_Virginia,Cooper Benedict,1964,0,R,Cooper,0.2647058823529412,0.34,M
53.29,1673776.0,1,Wisconsin,William Proxmire,1964,2,D,William,0.3939393939393939,0.66,M
46.61,1673776.0,0,Wisconsin,Wilbur Renk,1964,0,R,Wilbur,0.2647058823529412,0.34,M
0.06,1673776.0,0,Wisconsin,Kenneth Klinkerk,1964,0,I,Kenneth,0.0,0.0,M
0.03,1673776.0,0,Wisconsin,Wayne Leverenz,1964,0,I,Wayne,0.0,0.0,M
0.01,1673776.0,0,Wisconsin,Scattering,1964,0,T,Scattering,0.0,0.0,M
53.99,141670.0,1,Wisconsin,Gale McGee,1964,1,D,Gale,0.3939393939393939,0.66,M
46.01,141670.0,0,Wisconsin,John Wold,1964,0,R,John,0.2647058823529412,0.34,M
